customer_id,First_Name,last_name,address,City,county,state,ZIP,customer_phone,Fax_Number,currency,Customer_Email,Rental_ID,Weekly_Rate,Parking,Pool_Access,Repeat_Customer,Bedrooms,MGMT_Discount,Date,total_sale
A00308,Peter,Montgomery,1163 Metropolitan Pkwy,Atlanta,Fulton,GA,30310,810-292-9388,810-374-9840,USA,peter_phine@aol.com,0,1190,True,True,True,1,True,2022-1-29,3500
A00309,Alia,Lau,208 Barton Springs Rd,Austin,Travis,TX,78704,888-227-1460,336-477-9453,USA,laut@yahoo.com,0,1410,True,True,False,3,False,2022-1-28,6500
A00310,Elvia,Ortiz,732 Deepdene Rd,Baltimore,Baltimore,MD,21210,907-385-4412,719-298-4547,USA,ortizE@hotmail.com,0,1070,True,True,True,3,True,2022-1-16,3500
A00311,Chris,Carter,1361 Queens Rd,Charlotte,Mecklenburg,NC,28207,513-570-1893,606-203-9476,USA,chris_carter@hpt.net,0,1400,True,True,True,3,False,2022-1-10,3500
A00312,Simona,Lee,131 N Clinton St,Chicago,Cook,IL,60661,419-503-2484,419-800-6759,USA,simona@aol.com,0,660,False,True,True,2,False,2022-1-12,4500
A00313,Laura,Tollner,6124 Denton Dr,Dallas,Dallas,TX,75235,773-573-6914,773-924-8565,USA,laura_tollner@yahoo.com,0,1200,True,True,True,3,True,2022-1-6,4500
A00314,Leota,Atari,101 W Flagler St,Miami,Miami-Dade,FL,33130,408-752-3500,408-813-1105,None,leota@hotmail.com,0,1110,True,False,False,1,False,2022-1-19,3500
A00315,Dan,Wieser,4150 Reading Rd,Cincinnati,Hamilton,OH,45229,605-414-2147,605-794-4895,None,dan_wieser@stp.edu,0,1210,True,True,True,3,False,2022-1-7,6500
A00316,Kris,Bond,3030 Fairview St,Detroit,Wayne,MI,48214,410-655-8723,410-804-4694,USA,kris@gmail.com,0,1410,True,True,False,2,False,2022-1-4,5500
A00317,Alan,West,920 Peach Ave,Memphis,Shelby,TN,38105,215-874-1229,215-422-8694,None,alan_west@hotmail,0,970,False,False,False,1,False,2022-1-2,2500
A00318,Elena,Stephens,801 Westport Rd,Kansas City,Jackson,MO,64111,631-335-3414,631-677-3675,None,elenas@gmail.com,0,1280,True,True,False,2,True,2022-1-8,6500
A00319,Sonia,Jarvis,9850 W Cheyenne Ave,Las Vegas,Clark,NV,89129,310-498-5651,310-254-3084,None,sonia.jar@aol.com,0,830,True,False,False,1,False,2022-1-25,2500
A00333,Kristine,Levine,86 Nw 66th St #8,Shawnee,Johnson,KS,66218,913-388-2079,913-899-1103,USA,kristine@qa.org,0,1030,True,True,False,3,False,2022-2-19,4500
A00334,Graham,Wise,923 Cedar Ave #84,Easton,Talbot,MD,21601,410-669-1642,410-235-8738,USA,wiseg@aol.com,0,900,False,False,True,1,False,2022-2-2,3500
A00335,Mattie,Blackwell,9099 Thorburn Ave,New York,New York,NY,10011,212-582-4976,212-934-5167,None,blackwell_mat@yahoo.com,0,540,False,True,True,2,False,2022-2-19,6500
A00336,Billie,Webster,386 9th Ave N,Conroe,Montgomery,TX,77301,936-336-3951,936-597-3614,USA,websterb@aol.com,0,1330,True,True,True,2,False,2022-2-2,4500
A00337,Dan,Brandt,4874 Atlantic Ave,Columbus,Franklin,OH,43215,614-801-9788,614-648-3265,USA,dan.br@hotmail.com,0,850,False,False,True,3,False,2022-2-1,3500
A00338,Wilber,Norris,366 South Dr,Las Cruces,Dona Ana,NM,88011,505-977-3911,505-335-5293,None,norrisw@gmail.com,0,1240,True,False,False,3,False,2022-2-20,6500
A00339,Casey,Leon,745 E Liberty St,Ridgefield Park,Bergen,NJ,7660,201-709-6245,201-387-9093,USA,leonca@aol.com,0,1460,True,True,False,3,False,2022-2-4,4500
A00340,Dannie,Henderson,457 Ralph Ct,Dunellen,Middlesex,NJ,8812,732-924-7882,732-782-6701,USA,henderson_dan@yahoo.com,0,930,True,True,True,2,True,2022-2-12,4500
A00341,Jarvis,York,2742 Distribution Way,New York,New York,NY,10025,212-860-1579,212-753-2740,USA,york_jarvis@gmail.com,0,1400,True,True,False,2,False,2022-2-9,6500
A00342,Whitney,Washington,426 Wolf St,Metairie,Jefferson,LA,70002,504-979-9175,504-265-8174,None,whitney_washington@hotmail.com,0,760,False,True,True,1,False,2022-2-25,2500
A00343,Kenton,Carlson,128 Bransten Rd,New York,New York,NY,10011,212-675-8570,212-569-4233,USA,kentonca@yahoo.com,0,1180,True,True,False,2,True,2022-2-2,2500
A00344,Lela,Barry,617 Morena Blvd,Camarillo,Ventura,CA,93012,805-832-6163,805-609-1531,USA,lela.barry@aol.com,0,1390,True,False,True,1,False,2021-2-27,4500
A00345,Valentine,Stanton,775 W 17th St,San Antonio,Bexar,TX,78204,210-812-9597,210-300-6244,None,valentines@gmail.com,0,1160,True,True,True,2,False,2021-2-8,3500
A00346,Kati,Burch,6980 Dorsett Rd,Abilene,Dickinson,KS,67410,785-463-7829,785-219-7724,USA,bu@hotmail.com,0,950,False,False,False,2,False,2022-2-18 ,4500
A00347,Youlanda,Schemmer,2881 Lewis Rd,Prineville,Crook,OR,97754,541-548-8197,541-993-2611,USA,youlanda@aol.com,0,560,True,False,False,1,True,2022-3-6,6500
A00348,Dyan,Oldroyd,7219 Woodfield Rd,Overland Park,Johnson,KS,66204,913-413-4604,913-645-8918,None,doldroyd@aol.com,0,1380,True,False,False,1,False,2022-3-20,4500
A00349,Roxane,Campain,1048 Main St,Fairbanks,North Star,AK,99708,907-231-4722,907-335-6568,None,campain@aol.com,0,1170,True,True,False,3,False,2022-2-22,4500
A00350,Lavera,Perin,678 3rd Ave,Miami,Miami-Dade,FL,33196,305-606-7291,305-995-2078,USA,lperin@perin.org,0,700,True,True,True,2,False,2022-3-11,3500
A00351,Erick,Ferencz,920 S Babcock St,Fairbanks,North Star,AK,99712,907-741-1044,907-227-6777,USA,ferencz@hotmail.com,0,820,False,False,True,3,True,2022-3-27,6500
A00352,Fatima,Saylors,743 Lighthouse Ave,Hopkins,Hennepin,MN,55343,952-768-2416,952-479-2375,None,fsaylors@saylors.org,0,1430,True,False,False,2,True,2022-3-4,5500
A00353,Jina,Briddick,8938 Park Blvd,Boston,Suffolk,MA,2128,617-399-5124,617-997-5771,USA,jina_briddick@briddick.com,0,560,True,True,False,2,False,2022-3-12,4500
A00354,Kanisha,Waycott,Tomahawk Dr,Los Angeles,Los Angeles,CA,90006,323-453-2780,323-315-7314,USA,kanisha_waycott@yahoo.com,0,1160,True,True,True,3,False,2022-3-11,5500
A00355,Emerson,Bowley,762 S Main St,Madison,Dane,WI,53711,608-336-7444,608-658-7940,USA,emerson.bowley@bowley.org,0,1050,True,True,False,2,False,2022-3-19,5500
A00356,Blair,Malet,209 Decker Dr,Philadelphia,Philadelphia,PA,19132,215-907-9111,215-794-4519,USA,bmalet@yahoo.com,0,1020,True,True,False,1,False,2022-3-21,4500
A00357,Brock,Bolognia,4486 East Coast St,New York,New York,NY,10003,212-402-9216,212-617-5063,USA,bbolognia@yahoo.com,0,710,True,True,True,3,False,2022-3-9,4500
A00358,Lorrie,Nestle,39 S 7th St,Tullahoma,Coffee,TN,37388,931-875-6644,931-303-6041,USA,lnestle@hotmail.com,0,1120,True,True,True,3,True,2022-3-19,3500
A00359,Sabra,Uyetake,8839 Hawthorne Blvd,Columbia,Richland,SC,29201,803-925-5213,803-681-3678,None,sabra@uyetake.org,0,1040,True,False,True,1,False,2022-3-15,3500
A00360,Marjory,Mastella,971 San Mateo Ave,Wayne,Delaware,PA,19087,610-814-5533,610-379-7125,USD,mmastella@mastella.com,0,1150,True,False,False,1,True,2022-3-24,6500
A00361,Karl,Klonowski,76 Brooks St,Flemington,Hunterdon,NJ,8822,908-877-6135,908-470-4661,USD,karl_klonowski@yahoo.com,0,610,False,False,True,1,False,2022-3-3,4500
A00362,Tonette,Wenner,4545 Courthouse Rd,Westbury,Nassau,NY,11590,516-968-6051,516-333-4861,USD,twenner@aol.com,0,730,False,False,True,2,False,2022-3-27,3500
A00363,Amber,Monarrez,1928 Foster Ave,Jenkintown,Montgomery,PA,19046,215-934-8655,215-329-6386,USA,amber_monarrez@monarrez.org,0,1420,True,False,True,3,False,2022-3-2,4500
A00364,Shenika,Seewald,78 Otis St,Van Nuys,Los Angeles,CA,91405,818-423-4007,818-749-8650,USD,shenika@gmail.com,0,720,False,False,True,2,True,2022-3-2,5500
A00365,Arthur,Thomas,6589 S 16th St,Providence,Providence,RI,2909,401-458-2547,401-559-8961,USD,arthur_thomas@hotmail.com,0,920,True,True,True,2,True,2022-3-3,6500
A00366,George,Carter,1430 Pennsylvania Ave,Huntingdon Valley,Montgomery,PA,19006,215-211-9589,215-417-9563,USD,george_carter@gmail.com,0,840,True,True,False,1,True,2022-3-19,6500
A00348,Dyan,Oldroyd,7219 Woodfield Rd,Overland Park,Johnson,KS,66204,913-413-4604,913-645-8918,None,doldroyd@aol.com,0,1380,True,False,False,1,False,2022-3-20,4500
A00367,Oliver,Gray,201 Hawk Ct,Providence,Providence,RI,2904,401-960-8259,401-300-8122,USD,oliver.gray@aol.com,0,860,True,True,True,3,False,2022-3-11                 ,3500
A00368,Jamal,Schultz,3075 Sw 152nd Ter,Monroe Township,Middlesex,NJ,8831,732-234-1546,732-904-2931,USD,jamalsc@vanalsdal.org,0,890,False,True,True,2,False,2022-4-4,6500
A00369,Cecily,Hollack,859 N Groesbeck Hwy,Austin,Travis,TX,78731,512-486-3817,512-861-3814,USD,cecily@hollack.org,0,920,False,True,True,3,False,2022-4-3,4500
A00370,Carmelina,Lindall,2664 Lewis Rd,Littleton,Douglas,CO,80126,303-724-7371,303-874-5160,None,carmelina_lindall@lindall.com,0,770,False,True,True,3,False,2022-4-27,2500
A00371,Maurine,Yglesias,59 Shardy Ln,Milwaukee,Milwaukee,WI,53214,414-748-1374,414-573-7719,USA,maurine_yglesias@yglesias.com,0,1180,True,True,False,3,False,2022-4-4,6500
A00372,Tawna,Buvens,3305 Nabell Ave,New York,New York,NY,10009,212-674-9610,212-462-9157,USA,tawna@gmail.com,0,1380,True,True,True,1,False,2022-4-13,3500
A00373,Penney,Weight,18 Fountain St,Anchorage,Anchorage,AK,99515,907-797-9628,907-873-2882,None,penney_weight@aol.com,0,890,True,True,False,1,False,2022-4-15,5500
A00374,Elly,Morocco,97 W 32nd St,Erie,Erie,PA,16502,814-393-5571,814-420-3553,None,elly_morocco@gmail.com,0,950,True,False,False,1,True,2022-4-24,3500
A00375,Ilene,Robinson,2853 Kains Ave,Baltimore,Baltimore City,MD,21215,410-914-9018,410-937-4543,USD,robinsonil@hotmail.com,0,700,True,False,True,1,False,2022-4-8,6500
A00376,Vallie,Mondella,74 W College St,Boise,Ada,ID,83707,208-862-5339,208-737-8439,USD,vmondella@mondella.com,0,1410,True,True,True,1,False,2022-4-21,5500
A00377,Kallie,Blackwood,701 S Harrison Rd,San Francisco,San Francisco,CA,94104,415-315-2761,415-604-7609,USA,kallie.blackwood@gmail.com,0,1490,True,True,False,2,False,2022-4-20,3500
A00378,Johnetta,Abdallah,1088 Pinehurst St,Chapel Hill,Orange,NC,27514,919-225-9345,919-715-3791,USD,johnetta_abdallah@aol.com,0,1040,True,False,False,3,True,2022-4-1,2500
A00379,Bobbye,Smits,30 W 80th St #1995,San Carlos,San Mateo,CA,94070,650-528-5783,650-811-9032,USA,bobbye.s@yahoo.com,0,940,False,False,False,3,False,2022-4-21,3500
A00380,Micaela,Rhymes,932 Hedley St,Concord,Contra Costa,CA,94520,925-647-3298,925-522-779,USA,micaela_rhymes@gmail.com,0,720,True,True,False,1,False,2022-4-3,2500
A00381,Jim,Malet,309 Decker Dr,Philadelphia,Philadelphia,PA,19132,456-907-9111,456-794-4519,USD,jim_malet@yahoo.com,0,640,False,False,False,2,True,2022-4-17,2500
A00382,Tamar,Hoogland,2737 Pistorio Rd #9230,London,Madison,OH,43140,740-343-8575,740-526-5410,USA,tamar@hotmail.com,0,640,False,True,True,2,False,2022-4-14,6500
A00383,Luna,Ambelang,4989 Brandon St,Wellsville,Allegany,NY,14895,585-866-8313,585-498-4278,USD,luna_amb@yahoo.com,0,1030,True,True,True,1,False,2022-4-4,4500
A00384,Laurel,Reitler,984 Kains Ave,Baltimore,Baltimore City,MD,21215,410-520-4832,410-957-6903,USD,laurel_reitler@reitler.com,0,640,False,False,False,1,False,2022-4-17,3500
A00385,Delisa,Crupi,7565 W Grand Ave,Newark,Essex,NJ,7105,973-354-2040,973-847-9611,USD,delisa.crupi@crupi.com,0,660,True,True,True,1,False,2022-4-15,5500
A00386,Viva,Toelkes,4284 Dorigo Ln,Chicago,Cook,IL,60647,773-446-5569,773-352-3437,USD,viva.toelkes@gmail.com,0,1420,True,True,True,3,True,2022-4-9,5500
A00387,Elza,Lipke,6794 Lake Dr E,Newark,Essex,NJ,7104,973-927-3447,973-796-3667,USA,elza@yahoo.com,0,910,False,True,False,3,False,2022-4-18,6500
A00388,Devorah,Garrison,31 Douglas Blvd #950,Clovis,Curry,NM,88101,505-975-8559,505-950-1763,USA,devorah@hotmail.com,0,690,False,True,True,1,True,2022-4-7                         ,3500
A00389,Timothy,Mulqueen,44 W 4th St,Staten Island,Richmond,NY,10309,718-332-6527,718-654-7063,USD,timothy_mulqueen@mulqueen.org,0,690,True,True,True,3,False,2022-5-29,5500
A00390,Arlette,Honeywell,11279 Loytan St,Jacksonville,Duval,FL,32254,904-775-4480,904-514-9918,USD,ahoneywell@honeywell.com,0,1470,True,False,True,1,False,2022-5-10,5500
A00391,Dominque,Dickerson,69 Marquette Ave,Hayward,Alameda,CA,94545,510-993-3758,510-901-7640,USD,dominque.dickerson@dickerson.org,0,1140,True,True,True,3,False,2022-5-9,6500
A00392,Lettie,Isenhower,70 W Main St,Beachwood,Cuyahoga,OH,44122,216-657-7668,216-733-8494,USD,lettie_isenhower@yahoo.com,0,700,True,True,False,3,False,2022-5-9,4500
A00393,Myra,Munns,461 Prospect Pl #316,Euless,Tarrant,TX,76040,817-914-7518,817-451-3518,USD,mmunns@cox.net,0,1000,True,False,False,1,False,2022-5-20,3500
A00394,Stephaine,Barfield,47154 Whipple Ave Nw,Gardena,Los Angeles,CA,90247,310-774-7643,310-968-1219,USA,stephaine@barfield.com,0,650,False,True,True,2,False,2022-5-14,5500
A00395,Lai,Gato,37 Alabama Ave,Evanston,Cook,IL,60201,847-728-7286,847-957-4614,USA,lai.gato@gato.org,0,1100,True,False,True,3,True,2022-5-26,3500
A00396,Stephen,Emigh,3777 E Richmond St #900,Akron,Summit,OH,44302,330-537-5358,330-700-2312,USA,stephen_emigh@hotmail.com,0,1450,True,False,True,1,False,2022-5-16,2500
A00397,Tyra,Shields,562 Fort Worth Ave,Philadelphia,Philadelphia,PA,19106,215-255-1641,215-228-8264,USD,tshields@gmail.com,0,1450,True,False,True,2,False,2022-5-25,2500
A00398,Tammara,Wardrip,4800 Black Horse Pike,Burlingame,San Mateo,CA,94010,650-803-1936,650-216-5075,USD,twardrip@cox.net,0,1490,True,False,False,2,False,2022-5-18,4500
A00399,Cory,Gibes,83649 W Belmont Ave,San Gabriel,Los Angeles,CA,91776,626-572-1096,626-696-2777,USD,cory.gibes@gmail.com,0,770,True,True,False,1,False,2022-5-13,3500
A00400,Danica,Bruschke,840 15th Ave,Waco,McLennan,TX,76708,254-782-8569,254-205-1422,USD,danica_bruschke@gmail.com,0,1300,True,False,False,1,False,2022-5-18,2500
A00401,Wilda,Giguere,1747 Calle Amanecer #2,Anchorage,Anchorage,AK,99501,907-870-5536,907-914-9482,USA,wilda@cox.net,0,1140,True,False,True,1,True,2022-5-17,5500
A00402,Elvera,Benimadho,9385 Charity St #840,San Jose,Santa Clara,CA,95110,408-703-8505,408-440-8447,USD,elvera.benimadho@cox.net,0,1420,True,False,True,1,False,2022-5-5,2500
A00403,Carma,Vanheusen,8556 Central Hwy,San Leandro,Alameda,CA,94577,510-503-7169,510-452-4835,USA,carma@cox.net,0,1430,True,False,False,1,False,2022-5-8,4500
A00404,Malinda,Hochard,955 Riverside Ave,Indianapolis,Marion,IN,46202,317-722-5066,317-472-2412,USD,malinda.hochard@yahoo.com,0,1310,True,True,False,3,False,2022-5-22,2500
A00405,Natalie,Fern,7140 University Ave,Rock Springs,Sweetwater,WY,82901,307-704-8713,307-279-3793,USD,natalie.fern@hotmail.com,0,1090,True,False,False,1,True,2022-5-10,6500
A00399,Cory,Gibes,83649 W Belmont Ave,San Gabriel,Los Angeles,CA,91776,626-572-1096,626-696-2777,USD,cory.gibes@gmail.com,0,770,True,True,False,1,False,2022-5-13,3500
A00406,Lisha,Centini,64 5th Ave #1153,Mc Lean,Fairfax,VA,22102,703-235-3937,703-475-7568,USD,lisha@centini.org,0,1120,True,True,True,3,False,2022-5-5,2500
A00407,Arlene,Klusman,483 Secor Rd,New Orleans,Orleans,LA,70112,504-710-5840,504-946-1807,USA,arlene_klusman@gmail.com,0,1440,True,False,False,2,True,2022-5-21,4500
A00408,Alease,Buemi,952 Webbs Chapel Rd,Boulder,Boulder,CO,80303,303-301-4946,303-521-9860,USD,alease@buemi.com,0,1300,True,False,False,3,False,2022-5-23,5500
A00409,Louisa,Cronauer,524 Louisiana Ave Nw,San Leandro,Alameda,CA,94577,510-828-7047,510-472-7758,USD,louisa@cronauer.com,0,930,True,True,True,1,False,2022-5-19,5500
A00410,Angella,Cetta,185 Blackstone Bldge,Honolulu,Honolulu,HI,96817,808-892-7943,808-475-2310,USD,angella.cetta@hotmail.com,0,690,True,True,True,2,False,2022-5-10      ,5500
A00411,Cyndy,Goldammer,170 Wyoming Ave,Burnsville,Dakota,MN,55337,952-334-9408,952-938-9457,USD,cgoldammer@cox.net,0,1150,True,True,True,3,True,2022-6-15,6500
A00412,Rosio,Cork,10th St W,High Point,Guilford,NC,27263,336-243-5659,336-497-4407,USD,rosio.cork@gmail.com,0,1270,True,True,True,3,False,2022-6-20,5500
A00413,Celeste,Korando,854 W Pinhook Rd,Lynbrook,Nassau,NY,11563,516-509-2347,516-365-7266,None,ckorando@hotmail.com,0,920,False,False,True,1,False,2022-6-25,6500
A00414,Twana,Felger,274 Commerce Way,Portland,Washington,OR,97224,503-939-3153,503-909-7167,USA,twana.felger@felger.org,0,540,True,True,False,3,False,2022-6-18,3500
A00415,Estrella,Samu,64 Lakeview Ave,Beloit,Rock,WI,53511,608-976-7199,608-942-8836,USA,estrella@aol.com,0,960,True,False,False,2,False,2022-6-1,5500
A00416,Donte,Kines,764 Aspen St,Worcester,Worcester,MA,1602,508-429-8576,508-843-1426,USA,dkines@hotmail.com,0,890,False,True,False,3,False,2022-6-6,3500
A00417,Tiffiny,Steffens,346 Sierra Rd,Miami,Miami-Dade,FL,33133,305-385-9695,305-304-6573,None,tiffiny_steffens@cox.net,0,840,True,True,False,2,True,2022-6-21,3500
A00418,Edna,Micel,555 Main St,Erie,Erie,PA,16502,814-460-2655,814-299-2877,USD,emiceli@miceli.org,0,740,False,False,True,1,False,2022-6-23,6500
A00419,Sue,Kownacki,654 Se 3rd Ave,Mesquite,Dallas,TX,75149,972-666-3413,972-742-4000,USD,sue.kow@aol.com,0,1100,True,False,True,1,False,2022-6-19,3500
A00420,Jenna,Shin,1415 Olive St,Saint Louis,Saint Louis,MO,63103,931-273-8709,931-739-1551,USD,jenna_shin@shin.com,0,700,True,False,False,1,True,2022-6-11,3500
A00421,Rolland,Francescon,2726 Charcot Ave,Paterson,Passaic,NJ,7501,973-649-2922,973-284-4048,None,rolland@cox.net,0,1490,True,True,False,1,True,2022-6-29,4500
A00422,Pamella,Schmierer,5161 Dorsett Rd,Homestead,Miami-Dade,FL,33030,305-420-8970,305-575-8481,USD,pamella.schmierer@scr.org,0,1470,True,False,False,3,False,2022-6-16,6500
A00423,Glory,Kulzer,55892 Jacksonville Rd,Owings Mills,Baltimore,MD,21117,410-224-9462,410-916-8015,USD,gkulzer@kulzer.org,0,1200,True,False,False,2,True,2022-6-18,2500
A00424,Shawna,Palaspas,732 N Cleveland Massillon Rd,Thousand Oaks,Ventura,CA,91362,805-275-3566,805-638-6617,USD,shawna_palaspas@hotmail.com,0,1410,True,True,False,1,False,2022-6-10,2500
A00425,Brandon,Callaro,964 Benton Dr,Honolulu,Honolulu,HI,96819,808-215-6832,808-240-5168,USD,brandon_callaro@hotmail.com,0,830,True,False,True,1,False,2022-6-6,2500
A00417,Tiffiny,Steffens,346 Sierra Rd,Miami,Miami-Dade,FL,33133,305-385-9695,305-304-6573,None,tiffiny_steffens@cox.net,0,840,True,True,False,2,True,2022-6-21,3500
A00426,Scarlet,Cartan,9390 S Howell Ave,Albany,Dougherty,GA,31701,229-735-3378,229-365-9658,None,scarlet.cartan@yahoo.com,0,1450,True,False,True,3,False,2022-6-22,4500
A00427,Oretha,Menter,835 County Center Dr #647,Boston,Suffolk,MA,2210,617-418-5043,617-697-6024,USA,oretha_menter@yahoo.com,0,1090,True,False,True,3,False,2022-6-10,5500
A00428,Tessa,Smith,4646 Kaahumanu St,Hackensack,Bergen,NJ,7601,201-672-1553,201-995-3149,USD,tsmith@aol.com,0,690,False,False,True,3,True,2022-6-15,5500
A00429,Xuan,Rochin,840 Monroe St,San Mateo,San Mateo,CA,94403,650-933-5072,650-247-2625,USD,xuan@gmail.com,0,1370,True,False,False,1,False,2022-6-25,4500
A00430,Lindsey,Dilello,2777 Leaders Heights Rd,Ontario,San Bernardino,CA,91761,909-639-9887,909-589-1693,USD,lindsey.dilello@hotmail.com,0,660,False,False,False,1,False,2022-6-8,6500
A00431,Iris,Griffin,2655 E Desert Inn Rd,Las Vegas,Clark,NV,89121,785-347-1805,378-938-7262,USD,griffin_iris@yahool.com,0,740,False,False,True,3,False,2022-6-21,6500
A00432,Lanna,Cross,615 E 13th St,Kansas City,Jackson,MO,64106,916-920-3571,578-938-7262,USD,lanna_cross@aol.com,0,1140,True,False,True,2,False,2022-6-11,4500
A00433,Elbert,Sampson,130 Peachtree,Atlanta,Fulton,GA,30303,386-248-4118,370-338-7262,USD,sampson.el@gmail.com,0,990,True,True,True,1,False,2022-6-10,4500
A00434,Doyle,Chen,1127 N Shepherd Dr,Houston,Harris,TX,77008,202-646-7516,378-938-4562,USA,chendoy@kmg.edu,0,1460,True,False,False,2,False,2022-6-10,2500
A00435,Jonas,Chambers,8058 S Halsted St,Chicago,Cook,IL,60620,415-423-3294,376-376-0089,USD,chambers_jon@gmail.com,0,760,False,True,True,2,True,2022-6-13,3500
A00436,Annette,Mays,2210 W Taylor St,Chicago,Cook,IL,60661,659-973-1415,378-222-7262,USD,maysane@aol.com,0,1070,True,False,False,3,True,2022-6-1,5500
A00437,Lavern,Vaughan,1881 NW 7th St,Miami,Miami-Dade,FL,33125,350-936-9795,378-222-1492,USA,lavern@yahoo.com,0,1110,True,False,True,1,False,2022-6-26,5500
A00438,Freida,Levine,4230 W Illinois Ave,Dallas,Dallas,TX,75211,240-549-5397,378-333-7262,USA,levie_fre@htp.edu,0,730,False,True,False,2,False,2022-6-2,5500
A00439,Krista,Gray,201 Poplar Ave,Memphis,Shelby,TN,38103,781-290-6913,378-244-7262,USD,gray.kris@hotmail.com,0,1120,True,True,True,2,False,2022-6-21,3500
A00440,Donna,Avila,203 E Little York Rd,Houston,Harris,TX,77076,483-626-9332,399-222-7262,USA,avila_donna@aol.com,0,640,True,True,True,1,False,2022-6-11,5500
A00441,Alma,Medina,2210 E Monte Vista,Phoenix,Maricopa,AZ,85016,518-511-6591,378-999-7262,USD,medina_alma@yahoo.com,0,950,False,True,True,3,False,2022-6-11,2500
A00442,Newton,Donovan,5595 Grand Dr,St Louis,St.Louis,MO,63112,793-231-3799,378-261-7262,USD,donovan@learn.org,0,630,True,True,True,2,True,2022-6-17,2500
A00443,Gina,Sellers,11051 N Black Canyon Hwy,Phoenix,Maricopa,AZ,85029,286-679-1652,378-704-7262,USD,sellersg@hotmail.com,0,1250,True,False,True,3,False,2022-6-21,5500
A00444,Eliseo,Charles,4021 Parkside Ave,Philadelphia,Philadelphia,PA,19104,255-306-5075,178-285-7262,None,charles.eli@htp.edu,0,1390,True,True,False,2,False,2022-6-10,6500
A00435,Jonas,Chambers,8058 S Halsted St,Chicago,Cook,IL,60620,415-423-3294,376-376-0089,USD,chambers.jon@gmail.com,0,760,False,True,True,2,True,2022-6-13,3500
A00445,Alan,Burns,101 E Central Blvd,Orlando,Orange,FL,32801,870-703-0178,778-322-7262,USD,burns_alan@aol.com,0,980,True,False,True,2,True,2022-6-19,5500
A00446,Toby,Taylor,E 7th St,Austin,Travis,TX,78701,422-373-0780,249-347-4232,USA,toby_taylor@gmail.com,0,1280,True,True,False,2,True,2022-6-8,3500
A00447,Adam,Snow,903 San Jacinto Blvd,Austin,Travis,TX,78701,484-683-4265,709-216-6994,USA,adam_s62@yahoo.com,0,1230,True,True,False,2,False,2022-6-9  ,2500
